# x y z
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.471875 0.0212895 0.473065
-0.859192 -0.839853 0.199564
-0.890832 -0.225116 0.735173
-0.656171 0.710046 0.253283
0.365471 0.487017 0.999958
0.366324 0.278265 -0.200351
0.0508198 0.167336 -0.945798
0.300498 0.860967 0.867108
-0.714518 -0.660751 0.403434
0.127224 0.238204 -0.328026
0.681323 -0.623217 0.0954716
-0.749138 -0.394246 -0.555749
-0.665409 -0.408719 -0.675099
-0.851778 0.934381 0.254862
-0.849173 -0.620187 0.793493
-0.437449 0.147164 -0.545527
0.291323 0.470794 0.266436
-0.755904 -0.452995 -0.0114118
-0.462687 0.577719 -0.995843
0.290798 0.529653 0.662777
0.845133 -0.729768 -0.731407
0.0113132 0.906292 -0.819027
-0.00483972 -0.258003 0.255063
-0.747565 0.371507 0.912699
0.417744 -0.185971 0.220036
0.787691 0.0765522 -0.53736
0.353891 0.0737438 -0.170518
0.692237 -0.210543 0.00316632
-0.109938 -0.434219 -0.782213
0.230198 0.280277 -0.118567
